,,,,,,,,,,,,,,居酒屋,日本料理・郷土料理,すし・魚料理・シーフード,鍋,焼肉・ホルモン,焼き鳥・肉料理・串料理,和食,お好み焼き・粉物,ラーメン・麺料理,中華,イタリアン・フレンチ,洋食,欧米・各国料理,カレー,アジア・エスニック料理,オーガニック・創作料理,ダイニングバー・バー・ビアホール,お酒,カフェ・スイーツ,宴会・カラオケ・エンターテイメント,ファミレス・ファーストフード,その他の料理
34,gb3a101,個室和風ダイニング 桂 渋谷,35.6566,139.705822,〒150-0002 東京都渋谷区渋谷1-14-13 第2小林ビルB1F,http://mobile.gnavi.co.jp/shop/gb3a101/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/3n93rghh0000/t_0084.jpg,http://uds.gnst.jp/rest/img/3n93rghh0000/t_0089.jpg,月・火 14:00～23:30(L.O.22:30、ドリンクL.O.23:00)<BR>水～日 14:00～24:00(L.O.23:00、ドリンクL.O.23:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",2011,1363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,gacc401,完全個室居酒屋 魚龍 渋谷店,35.656722,139.702122,〒150-0042 東京都渋谷区宇田川町26-4 Lu82ビル3F,http://mobile.gnavi.co.jp/shop/gacc401/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/fbb0ycsh0000/t_00bj.jpg,http://uds.gnst.jp/rest/img/fbb0ycsh0000/t_00be.jpg, ランチ：12:00～17:00(ランチタイムはご宴会のみ承ります。人数・ご予算などお気軽にご相談ください。)<BR>月～木・日・祝日 17:00～24:00(L.O.23:30)<BR>金・土・祝前日 17:00～翌4:30(L.O.4:00),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2012,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,g306506,個室居酒屋 隠れ野 渋谷店,35.654408,139.702728,〒150-0043 東京都渋谷区道玄坂1-7-1 第1渋観ビルB1～B2,http://mobile.gnavi.co.jp/shop/g306506/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2193ahd60000/t_010h.jpg,http://uds.gnst.jp/rest/img/2193ahd60000/t_010k.jpg,月～土・祝前日 17:00～翌4:00<BR>日 17:00～23:30,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '2', 'station': '渋谷駅', 'station_exit': '南口'}",3000,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,gd7a000,全席完全個室×AQUA 竜宮の囲 渋谷駅前店,35.657778,139.701667,〒150-0042 東京都渋谷区宇田川町13-8 ちとせ会館7F-A,http://mobile.gnavi.co.jp/shop/gd7a000/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ae2s6dyz0000/t_00sk.jpg,http://uds.gnst.jp/rest/img/ae2s6dyz0000/t_00nt.jpg, 17:00～翌4:30(L.O.3:30),年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2600,1189,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,gb3a108,個室居酒屋 月のえん～EN～ 渋谷駅前店,35.656361,139.704725,〒150-0002 東京都渋谷区渋谷1-25-6,http://mobile.gnavi.co.jp/shop/gb3a108/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/pbbe9w850000/t_005o.jpg,http://uds.gnst.jp/rest/img/pbbe9w850000/t_0004.jpg, ランチ：11:30～17:00<BR>月～木・日 17:00～24:00(ドリンクL.O.23:30)<BR>金・土・祝前日 16:00～翌5:00(ドリンクL.O.4:00),年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2980,1363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,a058414,チーズ × 肉バル banquet ‐バンケット‐ 渋谷店,35.656761,139.701181,〒150-0043 東京都渋谷区道玄坂2-29-18 清水ビル7F,http://mobile.gnavi.co.jp/shop/a058414/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/7b6bmyjb0000/t_00ne.jpg,{},月～日 12:00～翌5:00,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,gccb204,貸切パーティー＆個室ダイニング 渋谷 Bazooka【バズーカ】,35.657769,139.699908,〒150-0042 東京都渋谷区宇田川町33-10 J＋RビルサイドJ5F,http://mobile.gnavi.co.jp/shop/gccb204/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/549h9tef0000/t_000d.jpg,http://uds.gnst.jp/rest/img/549h9tef0000/t_000f.jpg, 18:00～翌5:00(お昼など営業時間外でもパーティーOK！お気軽にご相談ください！),不定休日あり<BR>※完全予約営業のため下見等も事前にご連絡下さいませ,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': {}}",1980,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
41,gdk9500,T2 SHIBUYA ,35.657822,139.701678,〒150-0042 東京都渋谷区宇田川町13-8 ちとせ会館B1,http://mobile.gnavi.co.jp/shop/gdk9500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/74bnk6960000/t_0023.jpg,http://uds.gnst.jp/rest/img/74bnk6960000/t_001w.jpg, 11:30～翌5:00(ご予約受付対応は14時からとなります。),年中無休<BR>※パーティー専用ダイヤル TEL：050-5789-3656,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",4000,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,gdsj400,渋谷 貸切パーティー HERO【ヒーロー】 ,35.657844,139.700422,〒150-0042 東京都渋谷区宇田川町32-6 長崎ビル4F,http://mobile.gnavi.co.jp/shop/gdsj400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/rc8vkb4c0000/t_001g.jpg,{}, 12:00～翌5:00,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",2000,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,e853400,個室居酒屋 渋谷 ひもの屋 宇田川町店,35.658303,139.701222,〒150-0042 東京都渋谷区宇田川町12-7 エメラルドビルB1,http://mobile.gnavi.co.jp/shop/e853400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/dr0dnj900000/t_00iq.jpg,http://uds.gnst.jp/rest/img/dr0dnj900000/t_00m2.jpg,月～金 11:00～翌5:00<BR>土・日・祝 16:00～翌5:00,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '4', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,a521901,鮮魚×個室居酒屋 魚心‐UOSHIN‐ 渋谷本店,35.655386,139.700689,〒150-0043 東京都渋谷区道玄坂2-10-12 新大宗ビル3号館6Ｆ,http://mobile.gnavi.co.jp/shop/a521901/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/dy3b08m00000/t_00qg.jpg,http://uds.gnst.jp/rest/img/dy3b08m00000/t_00pu.jpg,月～木・日・祝日 16:00～翌1:00(L.O.24:30)<BR>金・土・祝前日 16:00～翌5:00(L.O.4:00),"無<BR>※【年始のお休みのご案内】  2016年1月1日,2日はお休みとさせて頂きます。予めご了承下さいませ。年末は休まず営業致します。","{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2500,1143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,gccb200,貸切パーティースペース 渋谷JET 渋谷三丁目店,35.654336,139.707844,〒150-0002 東京都渋谷区渋谷3-7-5 大石ビル3F,http://mobile.gnavi.co.jp/shop/gccb200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/734am0bz0000/t_003k.jpg,http://uds.gnst.jp/rest/img/734am0bz0000/t_003l.jpg,月～土 18:00～翌5:00,毎週日曜日<BR>※(貸切予約の場合は営業),"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': '新南口・東口'}",1980,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
46,gdh3207,和風×個室居酒屋 月の響 渋谷本店,35.656492,139.704689,〒150-0002 東京都渋谷区渋谷1-25-6 渋谷パークサイド共同ビル2F,http://mobile.gnavi.co.jp/shop/gdh3207/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/14njsvs40000/t_000p.jpg,{},月～金 ランチ：14:00～17:00<BR>土・日・祝日 ランチ：14:00～15:00<BR>月～金・祝前日 ディナー：17:00～翌5:00(L.O.4:30)<BR>土・日・祝日 ディナー：15:00～翌5:00(L.O.4:30),年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': {}}",2480,1134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,ge9n700,MIZUcafe PRODUCED BY Cleansui 原宿表参道ビル,35.665033,139.707194,〒150-0001 東京都渋谷区神宮前6-34-14 原宿表参道ビル1F,http://mobile.gnavi.co.jp/shop/ge9n700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/k3u486jy0000/t_003c.jpg,http://uds.gnst.jp/rest/img/k3u486jy0000/t_002m.jpg, ランチ・ディナー：11:00～22:00(L.O.21:00、ドリンクL.O.21:30)(食材の仕入れ状況により閉店を早める場合もございます。),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '原宿駅', 'station_exit': '表参道口'}",2500,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,g384300,カーサ アスティオン Annex Club Maruyama59,35.654694,139.69775,〒150-0044 東京都渋谷区円山町7-9 PRIOR円山B1,http://mobile.gnavi.co.jp/shop/g384300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1fgp8e2d0000/t_004t.jpg,http://uds.gnst.jp/rest/img/1fgp8e2d0000/t_004u.jpg, 12:00～22:00(パーティ時間に合わせて深夜も営業),年中無休<BR>※年末年始のみ休業,"{'note': {}, 'line': 'ＪＲ', 'walk': '8', 'station': '渋谷駅', 'station_exit': {}}",2980,1363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
49,ge8j601,渋谷 個室焼肉 BAKUBAKU ,35.657997,139.70175,〒150-0042 東京都渋谷区宇田川町13-8 ちとせ会館渋谷肉横丁離れ,http://mobile.gnavi.co.jp/shop/ge8j601/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ahssds0c0000/t_005a.jpg,http://uds.gnst.jp/rest/img/ahssds0c0000/t_001n.jpg,月～木 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30)<BR>金・土・祝前日 ディナー：17:00～翌3:00(L.O.2:00、ドリンクL.O.2:30)(食材の仕入れ状況により閉店が早まることがございます。)<BR>日・祝日 ディナー：16:00～24:00(L.O.23:00、ドリンクL.O.23:30)(日、祝日のみ16時よりOPEN♪),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3000,1372,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,gdh3200,個室 イタリアンバル オッティモ 渋谷駅前店,35.657131,139.702142,〒150-0042 東京都渋谷区宇田川町25-5 センタービル3F,http://mobile.gnavi.co.jp/shop/gdh3200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/credz9um0000/t_000k.jpg,http://uds.gnst.jp/rest/img/credz9um0000/t_000n.jpg, ディナー：17:00～翌5:00,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",2980,1363,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51,g260301,肉のヒマラヤ 焚火家 ,35.657192,139.705728,〒150-0002 東京都渋谷区渋谷1-15-19 東口二葉ビル1F,http://mobile.gnavi.co.jp/shop/g260301/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6cbarc9z0000/t_0069.jpg,http://uds.gnst.jp/rest/img/6cbarc9z0000/t_006a.jpg,月～金 ディナー：17:00～翌02:00<BR>土・日・祝 15:00～翌02:00<BR>月～日 ランチ：11:30～15:00(L.O.14:30)<BR>日 ディナー：17:00～24:00,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': '東口'}",3980,1820,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,ge2p500,個室和食×北陸の旨み ミツビシダイニング 渋谷,35.654056,139.700931,〒150-0043 東京都渋谷区道玄坂1-15-3 1F,http://mobile.gnavi.co.jp/shop/ge2p500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/st4nnb000000/t_0000.jpg,http://uds.gnst.jp/rest/img/st4nnb000000/t_0001.jpg,月～金 ランチ：11:00～15:00(L.O.14:30)(※土・日・祝日はランチ営業はございません。  渋谷駅から徒歩4分。当店はビルの中にございます。万が一場所がわかりにくい場合がございましたら、お気軽にお問合せください。こちらから → 【 050-5786-0765 】)<BR> ディナー：16:30～24:00(L.O.23:00、ドリンクL.O.23:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",4500,2058,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,ge8j602,渋谷 焼肉食べ放題 肉CHIKA ,35.657997,139.70175,〒150-0042 東京都渋谷区宇田川町13-8 ちとせ会館渋谷肉横丁離れ,http://mobile.gnavi.co.jp/shop/ge8j602/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/805p6xw90000/t_0000.jpg,{}, 17:00～24:00,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2500,1143,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,g045639,ＮＯＳ ＯＲＧ＜ノス オルグ＞ ,35.659281,139.701578,〒150-0042 東京都渋谷区宇田川町4-3 ホテルユニゾB1,http://mobile.gnavi.co.jp/shop/g045639/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/a2ybnumk0000/t_00cy.jpg,http://uds.gnst.jp/rest/img/a2ybnumk0000/t_00g7.jpg,月～木 18:00～翌2:00<BR>金・土 18:00～翌5:00<BR>日・祝日 17:00～23:00,不定休日あり,"{'note': {}, 'line': 'ＪＲ', 'walk': '6', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3000,1372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55,ge6s700,個室ワインビストロ ぶんが ぶんが ～BUNGA BUNGA～ 渋谷店,35.656883,139.699331,〒150-0043 東京都渋谷区道玄坂2-23-13 渋谷デリタワー8F,http://mobile.gnavi.co.jp/shop/ge6s700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ngsarpm80000/t_01e2.jpg,http://uds.gnst.jp/rest/img/ngsarpm80000/t_013i.jpg,月～木・日・祝日 16:00～24:00(L.O.23:30)<BR>金・土 16:00～翌3:00(L.O.2:30),年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': {}}",3480,1591,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,gc8j002,渋谷 貸切パーティースペース CROSS POINT,35.657819,139.700031,〒150-0042 東京都渋谷区宇田川町33-12 J+RビルサイドR3F,http://mobile.gnavi.co.jp/shop/gc8j002/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2jxu72dg0000/t_000f.jpg,{},月～日 18:00～翌5:00(L.O.4:30),無,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2000,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
57,gaxv404,オリエンタルビストロ アガリコ 渋谷店,35.659294,139.700203,〒150-0042 東京都渋谷区宇田川町10-1 パークビル1F,http://mobile.gnavi.co.jp/shop/gaxv404/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9cbsggg60000/t_0008.jpg,{}, 17:00～翌5:00,年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '8', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
58,gae7004,完全個室 九州せごどん家 渋谷本店,35.654408,139.702819,〒150-0043 東京都渋谷区道玄坂1-7-1 第一渋観ビル3F,http://mobile.gnavi.co.jp/shop/gae7004/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8294stwe0000/t_00a5.jpg,http://uds.gnst.jp/rest/img/8294stwe0000/t_0038.jpg,金・祝前日 17:00～翌4:30(L.O.3:30、ドリンクL.O.4:00)<BR>土・日・祝 15:00～24:00(L.O.23:00、ドリンクL.O.23:30)<BR>月～木 17:00～24:00(L.O.23:00、ドリンクL.O.23:30),年中無休,"{'note': {}, 'line': 'ＪＲ', 'walk': '1', 'station': '渋谷駅', 'station_exit': '西口'}",2980,1363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,a889200,貸切パーティースペース ajito wonderdining 渋谷,35.654086,139.700033,〒150-0043 東京都渋谷区道玄坂1-18-4 和田ビル2F2A号室,http://mobile.gnavi.co.jp/shop/a889200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/byuk5nzk0000/t_00ed.jpg,http://uds.gnst.jp/rest/img/byuk5nzk0000/t_00eg.jpg,月～木 12:00～翌3:00(ドリンクL.O.2:30)<BR>金・土・祝前日 12:00～翌5:00(ドリンクL.O.4:30)<BR>日・祝日 12:00～24:00(ドリンクL.O.23:30)(予約受付時間に関しましても昼12時～承っております。お気軽にご連絡ください。  ※店内の雰囲気はこちら→https://goo.gl/maps/igbJ8),※年末年始（12月31日～1月4日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,gayr600,J－POP CAFE 渋谷,35.658067,139.700811,〒150-0042 東京都渋谷区宇田川町31-2 渋谷ビーム7F,http://mobile.gnavi.co.jp/shop/gayr600/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/h10bpv7s0000/t_0067.jpg,{},月～日 24時間営業,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': {}}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
61,g475718,個室×隠れ家バル 一粋 －ikki－ 渋谷店,35.659494,139.703225,〒150-0041 東京都渋谷区神南1-18-2 B1,http://mobile.gnavi.co.jp/shop/g475718/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/f10adj8a0000/t_00dp.jpg,http://uds.gnst.jp/rest/img/f10adj8a0000/t_00dq.jpg,火～土 17:00～23:30(L.O.22:30、ドリンクL.O.22:45)(※お昼のご宴会承ります。ご予約は10名様から受付させて頂きます。)<BR>日・祝日 17:00～23:00(L.O.22:00、ドリンクL.O.22:30),毎週月曜日<BR>GW（2016年5月1日）<BR>※月曜定休日 年末年始（12月31日・1月1日）,"{'note': {}, 'line': 'ＪＲ', 'walk': '6', 'station': '渋谷駅', 'station_exit': {}}",3500,1600,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
62,b963605,琉球・梅酒ダイニング てぃーだ 渋谷店,35.657347,139.7017,〒150-0042 東京都渋谷区宇田川町29-2 喜楽ビルB1,http://mobile.gnavi.co.jp/shop/b963605/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/nh8pw2kk0000/t_00qp.jpg,http://uds.gnst.jp/rest/img/nh8pw2kk0000/t_00l8.jpg,月～金 ランチ：11:00～15:00(L.O.14:30)<BR>土・日・祝 ランチ：11:30～17:00(L.O.16:30)<BR>月～木 ディナー：17:00～24:00(L.O.23:30)<BR>日 ディナー：16:30～23:30(L.O.23:00)<BR>金・土・祝前日 ディナー：17:00～翌5:00(L.O.4:30),※年末年始,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3500,1600,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,e839800,渋谷 BLOOM 【ブルーム】,35.651581,139.706067,〒150-0031 東京都渋谷区桜丘町9-1 ビアンクォードB1・1F,http://mobile.gnavi.co.jp/shop/e839800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9se118u50000/t_003d.jpg,http://uds.gnst.jp/rest/img/9se118u50000/t_003e.jpg,月～日 11:00～23:30,無,"{'note': {}, 'line': 'ＪＲ', 'walk': '4', 'station': '渋谷駅', 'station_exit': '西口'}",4000,1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
64,ga15800,貸切パーティー Bar Jack 渋谷,35.657814,139.7,〒150-0042 東京都渋谷区宇田川町33-12 J＋RビルサイドR 8F,http://mobile.gnavi.co.jp/shop/ga15800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/j34f1esf0000/t_008d.jpg,http://uds.gnst.jp/rest/img/j34f1esf0000/t_008e.jpg,月～日・祝前日・祝日 24時間営業：(貸切パーティに関しては、２４時間いつでも営業しております！金額の相談、日程の相談など随時受け付けております。),無<BR>※定休日はございません。  渋谷で貸切パーティするなら飲み放題がオススメ♪【追いコン！】【DJブース】 【100名】,"{'note': {}, 'line': 'ＪＲ', 'walk': '5', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",3000,1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65,gccb202,完全個室 焼肉食べ放題 Gyutto Batto 【ギュットバット】 渋谷,35.654339,139.707822,〒150-0002 東京都渋谷区渋谷3-7-5 大石ビル2F,http://mobile.gnavi.co.jp/shop/gccb202/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/pxfj63gp0000/t_0000.jpg,http://uds.gnst.jp/rest/img/pxfj63gp0000/t_0001.jpg,月～金 ランチ：11:30～14:30<BR> ディナー：17:00～24:00,不定休日あり<BR>※※貸切予約営業承ります。,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': '東口・新南口'}",2480,1134,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,a236411,個室Private Dining 美の邸（Vino－tei） 渋谷駅前店,35.657719,139.701897,〒150-0042 東京都渋谷区宇田川町13-7 小安ビル3F-A,http://mobile.gnavi.co.jp/shop/a236411/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/r3x7aa2s0000/t_008m.jpg,{}, 10:00～24:00(【↑ご予約可能時間↑】  予約コンシェルジュがご要望、ご予算や日程のご相談など随時受け付けております。お気軽にご相談ください。)<BR>月～日 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30),※元日,"{'note': {}, 'line': 'ＪＲ', 'walk': '3', 'station': '渋谷駅', 'station_exit': 'ハチ公口'}",2480,1134,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,gc3r200,KEISUKE MATSUSHIMA ,35.668822,139.710033,〒150-0001 東京都渋谷区神宮前1-4-20 パークコート神宮前1F,http://mobile.gnavi.co.jp/shop/gc3r200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ngt0eg010000/t_002l.jpg,http://uds.gnst.jp/rest/img/ngt0eg010000/t_002z.jpg,月～日 ランチ：11:30～15:00(L.O.14:00)<BR>月～土 ディナー：18:00～23:00(L.O.21:00)<BR>日 ディナー：17:00～22:00(L.O.20:00)(※なお、月曜日が祝日の際は日曜日は通常営業となり、月曜日が17:00～22:00（L/O 20:00）とさせて頂きます。),年中無休<BR>※・貸切の場合あり  ・年末年始はお問い合わせ下さい,"{'note': {}, 'line': '地下鉄', 'walk': '6', 'station': '明治神宮前駅', 'station_exit': '5番出口'}",12000,5487,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
