,0,1,2,3,4,5,6,7,8,9,10
45,渋谷 貸切パーティー HERO【ヒーロー】 ,35.657844,139.700422,http://mobile.gnavi.co.jp/shop/gdsj400/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/rc8vkb4c0000/t_001g.jpg, 12:00～翌5:00,年中無休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2000,2000,"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
46,鮮魚×個室居酒屋 魚心‐UOSHIN‐ 渋谷本店,35.655386,139.700689,http://mobile.gnavi.co.jp/shop/a521901/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/dy3b08m00000/t_00qg.jpg,月～木・日・祝日 16:00～翌1:00(L.O.24:30)<BR>金・土・祝前日 16:00～翌5:00(L.O.4:00),"無<BR>※【年始のお休みのご案内】  2016年1月1日,2日はお休みとさせて頂きます。予めご了承下さいませ。年末は休まず営業致します。","{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2500,1000,"['居酒屋', {'@attributes': {'order': '1'}}]"
47,貸切パーティー＆個室ダイニング 渋谷 Bazooka【バズーカ】,35.657769,139.699908,http://mobile.gnavi.co.jp/shop/gccb204/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/549h9tef0000/t_000d.jpg, 18:00～翌5:00(お昼など営業時間外でもパーティーOK！お気軽にご相談ください！),不定休日あり<BR>※完全予約営業のため下見等も事前にご連絡下さいませ,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '渋谷駅'}",1980,{},"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
48,オリエンタルビストロ アガリコ 渋谷店,35.659294,139.700203,http://mobile.gnavi.co.jp/shop/gaxv404/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9cbsggg60000/t_0008.jpg, 17:00～翌5:00,年中無休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '8', 'note': {}, 'station': '渋谷駅'}",3000,{},"['アジア・エスニック料理 その他', '野菜料理']"
49,個室 イタリアンバル オッティモ 渋谷駅前店,35.657131,139.702142,http://mobile.gnavi.co.jp/shop/gdh3200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/credz9um0000/t_000k.jpg, ディナー：17:00～翌5:00,年中無休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2980,{},"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
50,J－POP CAFE 渋谷,35.658067,139.700811,http://mobile.gnavi.co.jp/shop/gayr600/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/h10bpv7s0000/t_0067.jpg,月～日 24時間営業,無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3000,{},"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
51,肉のヒマラヤ 焚火家 ,35.657192,139.705728,http://mobile.gnavi.co.jp/shop/g260301/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6cbarc9z0000/t_0069.jpg,月～金 ディナー：17:00～翌02:00<BR>土・日・祝 15:00～翌02:00<BR>月～日 ランチ：11:30～15:00(L.O.14:30)<BR>日 ディナー：17:00～24:00,無,"{'line': 'ＪＲ', 'station_exit': '東口', 'walk': '1', 'note': {}, 'station': '渋谷駅'}",3980,2000,"['焼肉', '鍋料理']"
52,渋谷 個室焼肉 BAKUBAKU ,35.657997,139.70175,http://mobile.gnavi.co.jp/shop/ge8j601/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ahssds0c0000/t_005a.jpg,月～木 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30)<BR>金・土・祝前日 ディナー：17:00～翌3:00(L.O.2:00、ドリンクL.O.2:30)(食材の仕入れ状況により閉店が早まることがございます。)<BR>日・祝日 ディナー：16:00～24:00(L.O.23:00、ドリンクL.O.23:30)(日、祝日のみ16時よりOPEN♪),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3000,{},"['焼肉', {'@attributes': {'order': '1'}}]"
53,個室ワインビストロ ぶんが ぶんが ～BUNGA BUNGA～ 渋谷店,35.656883,139.699331,http://mobile.gnavi.co.jp/shop/ge6s700/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ngsarpm80000/t_01e2.jpg,月～木・日・祝日 16:00～24:00(L.O.23:30)<BR>金・土 16:00～翌3:00(L.O.2:30),年中無休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3480,{},"['焼き鳥', {'@attributes': {'order': '1'}}]"
54,貸切パーティースペース ajito wonderdining 渋谷,35.654086,139.700033,http://mobile.gnavi.co.jp/shop/a889200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/byuk5nzk0000/t_00ed.jpg,月～木 12:00～翌3:00(ドリンクL.O.2:30)<BR>金・土・祝前日 12:00～翌5:00(ドリンクL.O.4:30)<BR>日・祝日 12:00～24:00(ドリンクL.O.23:30)(予約受付時間に関しましても昼12時～承っております。お気軽にご連絡ください。  ※店内の雰囲気はこちら→https://goo.gl/maps/igbJ8),※年末年始（12月31日～1月4日）,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '7', 'note': {}, 'station': '渋谷駅'}",3000,{},"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
55,完全個室 九州せごどん家 渋谷本店,35.654408,139.702819,http://mobile.gnavi.co.jp/shop/gae7004/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/8294stwe0000/t_00a5.jpg,金・祝前日 17:00～翌4:30(L.O.3:30、ドリンクL.O.4:00)<BR>土・日・祝 15:00～24:00(L.O.23:00、ドリンクL.O.23:30)<BR>月～木 17:00～24:00(L.O.23:00、ドリンクL.O.23:30),年中無休,"{'line': 'ＪＲ', 'station_exit': '西口', 'walk': '1', 'note': {}, 'station': '渋谷駅'}",2980,1980,"['居酒屋', {'@attributes': {'order': '1'}}]"
56,渋谷 BLOOM 【ブルーム】,35.651581,139.706067,http://mobile.gnavi.co.jp/shop/e839800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9se118u50000/t_003d.jpg,月～日 11:00～23:30,無,"{'line': 'ＪＲ', 'station_exit': '西口', 'walk': '4', 'note': {}, 'station': '渋谷駅'}",4000,{},"['バンケットルーム', '無国籍料理']"
57,渋谷 焼肉食べ放題 肉CHIKA ,35.657997,139.70175,http://mobile.gnavi.co.jp/shop/ge8j602/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/805p6xw90000/t_0000.jpg, 17:00～24:00,無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2500,{},"['焼肉', '居酒屋']"
58,渋谷 貸切パーティースペース CROSS POINT,35.657819,139.700031,http://mobile.gnavi.co.jp/shop/gc8j002/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2jxu72dg0000/t_000f.jpg,月～日 18:00～翌5:00(L.O.4:30),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",2000,{},"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
59,完全個室 焼肉食べ放題 Gyutto Batto 【ギュットバット】 渋谷,35.654339,139.707822,http://mobile.gnavi.co.jp/shop/gccb202/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/pxfj63gp0000/t_0000.jpg,月～金 ランチ：11:30～14:30<BR> ディナー：17:00～24:00,不定休日あり<BR>※※貸切予約営業承ります。,"{'line': 'ＪＲ', 'station_exit': '東口・新南口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2480,800,"['焼肉', '居酒屋']"
60,貸切パーティー Bar Jack 渋谷,35.657814,139.7,http://mobile.gnavi.co.jp/shop/ga15800/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/j34f1esf0000/t_008d.jpg,月～日・祝前日・祝日 24時間営業：(貸切パーティに関しては、２４時間いつでも営業しております！金額の相談、日程の相談など随時受け付けております。),無<BR>※定休日はございません。  渋谷で貸切パーティするなら飲み放題がオススメ♪【追いコン！】【DJブース】 【100名】,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3000,3000,"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
61,ＮＯＳ ＯＲＧ＜ノス オルグ＞ ,35.659281,139.701578,http://mobile.gnavi.co.jp/shop/g045639/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/a2ybnumk0000/t_00cy.jpg,月～木 18:00～翌2:00<BR>金・土 18:00～翌5:00<BR>日・祝日 17:00～23:00,不定休日あり,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '6', 'note': {}, 'station': '渋谷駅'}",3000,{},"['お酒 その他', '居酒屋']"
62,カーサ アスティオン Annex Club Maruyama59,35.654694,139.69775,http://mobile.gnavi.co.jp/shop/g384300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/1fgp8e2d0000/t_004t.jpg, 12:00～22:00(パーティ時間に合わせて深夜も営業),年中無休<BR>※年末年始のみ休業,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '8', 'note': {}, 'station': '渋谷駅'}",2980,{},"['バンケットルーム', '無国籍料理']"
63,個室和食×北陸の旨み ミツビシダイニング 渋谷,35.654056,139.700931,http://mobile.gnavi.co.jp/shop/ge2p500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/st4nnb000000/t_0000.jpg,月～金 ランチ：11:00～15:00(L.O.14:30)(※土・日・祝日はランチ営業はございません。  渋谷駅から徒歩4分。当店はビルの中にございます。万が一場所がわかりにくい場合がございましたら、お気軽にお問合せください。こちらから → 【 050-5786-0765 】)<BR> ディナー：16:30～24:00(L.O.23:00、ドリンクL.O.23:30),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '3', 'note': {}, 'station': '渋谷駅'}",4500,900,"['刺身・海鮮料理', 'しゃぶしゃぶ']"
64,個室×隠れ家バル 一粋 －ikki－ 渋谷店,35.659494,139.703225,http://mobile.gnavi.co.jp/shop/g475718/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/f10adj8a0000/t_00dp.jpg,火～土 17:00～23:30(L.O.22:30、ドリンクL.O.22:45)(※お昼のご宴会承ります。ご予約は10名様から受付させて頂きます。)<BR>日・祝日 17:00～23:00(L.O.22:00、ドリンクL.O.22:30),毎週月曜日<BR>GW（2016年5月1日）<BR>※月曜定休日 年末年始（12月31日・1月1日）,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '6', 'note': {}, 'station': '渋谷駅'}",3500,{},"['スペインバル・イタリアンバール', '居酒屋']"
65,琉球・梅酒ダイニング てぃーだ 渋谷店,35.657347,139.7017,http://mobile.gnavi.co.jp/shop/b963605/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/nh8pw2kk0000/t_00qp.jpg,月～金 ランチ：11:00～15:00(L.O.14:30)<BR>土・日・祝 ランチ：11:30～17:00(L.O.16:30)<BR>月～木 ディナー：17:00～24:00(L.O.23:30)<BR>日 ディナー：16:30～23:30(L.O.23:00)<BR>金・土・祝前日 ディナー：17:00～翌5:00(L.O.4:30),※年末年始,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",3500,850,"['居酒屋', '沖縄料理']"
66,個室アクアリウムダイニング碧【AOI】 渋谷駅前店,35.656858,139.702336,http://mobile.gnavi.co.jp/shop/a236406/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/bb0dkt4t0000/t_012s.jpg, 10:00～24:00(【↑ご予約可能時間↑】  予約コンシェルジュがご要望、ご予算や日程のご相談など随時受け付けております。お気軽にご相談ください。)<BR>月～日 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '1', 'note': {}, 'station': '渋谷駅'}",2980,{},"['居酒屋', {'@attributes': {'order': '1'}}]"
67,JAM Dining 渋谷宇田川町店,35.659264,139.698819,http://mobile.gnavi.co.jp/shop/a496003/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9kzc218v0000/t_006c.jpg, ランチ・ディナー：11:30～24:00(L.O.23:00)(11:30～17:00は要予約),無,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '6', 'note': {}, 'station': '渋谷駅'}",2500,1000,"['イタリアン(イタリア料理)', 'ダイニングバー']"
68,チーズフォンデュ＆イタリアンバル 渋谷テラス 渋谷駅前店,35.657739,139.701872,http://mobile.gnavi.co.jp/shop/a236451/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/gfge9a3n0000/t_0003.jpg, 10:00～24:00(【↑ご予約可能時間↑】  予約コンシェルジュがご要望、ご予算や日程のご相談など随時受け付けております。お気軽にご相談ください。)<BR>月～日 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2980,{},"['イタリアン(イタリア料理)', 'チーズフォンデュ']"
69,旬魚と個室 和食りん 渋谷店,35.654775,139.702542,http://mobile.gnavi.co.jp/shop/e295824/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/axyeyav10000/t_0077.jpg,月～木・土・日 16:00～24:00(L.O.23:30)<BR>金 16:00～翌5:00(L.O.4:00),不定休日あり,"{'line': '京王井の頭線', 'station_exit': {}, 'walk': '1', 'note': {}, 'station': '渋谷駅'}",3500,{},"['居酒屋', {'@attributes': {'order': '1'}}]"
70,BEER＆肉バル GABURI ‐ガブリ‐ 渋谷駅前店,35.657739,139.701872,http://mobile.gnavi.co.jp/shop/a236452/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/nr3fakp10000/t_00oi.jpg, 10:00～24:00(【↑ご予約可能時間↑】  予約コンシェルジュがご要望、ご予算や日程のご相談など随時受け付けております。お気軽にご相談ください。)<BR>月～日 ディナー：17:00～24:00(L.O.23:00、ドリンクL.O.23:30),無,"{'line': 'ＪＲ', 'station_exit': 'ハチ公口', 'walk': '3', 'note': {}, 'station': '渋谷駅'}",2980,{},"['焼肉', '居酒屋']"
71,カカアコ ダイニング＆バー ,35.669572,139.712678,http://mobile.gnavi.co.jp/shop/gea3500/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9wab57n80000/t_0000.jpg, ランチ：11:00～15:00、ティー：15:00～17:30<BR>火～土 ディナー：18:00～23:00(L.O.22:00)<BR>日・祝日 ディナー：18:00～22:00(L.O.21:00),毎週月曜日,"{'line': 'ＪＲ', 'station_exit': '竹下口', 'walk': '7', 'note': {}, 'station': '原宿駅'}",2000,1000,"['ハワイアン料理', 'パーティールーム・スペース']"
72,KEISUKE MATSUSHIMA ,35.668822,139.710033,http://mobile.gnavi.co.jp/shop/gc3r200/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/ngt0eg010000/t_002l.jpg,月～日 ランチ：11:30～15:00(L.O.14:00)<BR>月～土 ディナー：18:00～23:00(L.O.21:00)<BR>日 ディナー：17:00～22:00(L.O.20:00)(※なお、月曜日が祝日の際は日曜日は通常営業となり、月曜日が17:00～22:00（L/O 20:00）とさせて頂きます。),年中無休<BR>※・貸切の場合あり  ・年末年始はお問い合わせ下さい,"{'line': '地下鉄', 'station_exit': '5番出口', 'walk': '6', 'note': {}, 'station': '明治神宮前駅'}",12000,6000,"['フレンチ(フランス料理)', 'オーガニック料理']"
73,cafe ATLANTIS 【カフェ アトランティス】,35.662017,139.716172,http://mobile.gnavi.co.jp/shop/gc1r600/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/822a4t1x0000/t_004l.jpg,月～金 ランチ：11:00～17:00<BR>土・日・祝日 ランチ：11:30～17:00<BR>月～木・日・祝日 ディナー：17:00～22:00<BR>金・土・祝前日 ディナー：17:00～23:00,無<BR>※※尚、パーティー・イベント等開催の場合は、誠に勝手ながら時間を変更させて頂きます。     事前に、お店までお問い合わせ下さい。,"{'line': '地下鉄銀座線', 'station_exit': 'A4番出口', 'walk': '1', 'note': {}, 'station': '表参道駅'}",5000,1000,"['イタリアン(イタリア料理)', 'パーティールーム・スペース']"
74,JAM Dining 肉バル×ワイン 渋谷道玄坂店,35.654903,139.702389,http://mobile.gnavi.co.jp/shop/a496005/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/84dxdjj10000/t_00f0.jpg, 16:00～翌1:00(L.O.23:30)、12:00～16:00(お昼の時間帯は完全予約制でコースのみのご予約となります。),無<BR>※2015年4月 GRAND OPEN!!,"{'line': '京王井の頭線', 'station_exit': '西口', 'walk': '1', 'note': {}, 'station': '渋谷駅'}",2000,{},"['スペインバル・イタリアンバール', 'イタリアン(イタリア料理)']"
75,Itacica Ku ,35.653481,139.704,http://mobile.gnavi.co.jp/shop/g694503/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/2udr5w800000/t_005v.jpg, ランチ：11:30～14:30(L.O.14:00)、ディナー：17:30～24:00(L.O.23:00),不定休日あり<BR>※定休日は変更になる場合がございます。,"{'line': 'ＪＲ', 'station_exit': '南口', 'walk': '1', 'note': {}, 'station': '渋谷駅'}",5000,900,"['イタリアン(イタリア料理)', {'@attributes': {'order': '1'}}]"
76,日本料理 青山 雅灯 ,35.659592,139.713022,http://mobile.gnavi.co.jp/shop/g359501/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/dc469us30000/t_005s.jpg,月～金 ディナー：18:00～23:00(L.O.22:00、ドリンクL.O.22:30)(入店は平日 21:00まで。)<BR>土・日・祝 ディナー：17:30～22:30(L.O.21:30、ドリンクL.O.22:00)(入店は20:30まで。)<BR> ランチ：11:30～15:00(L.O.13:30),無,"{'line': '地下鉄', 'station_exit': 'B2出口', 'walk': '3', 'note': {}, 'station': '表参道駅'}",10000,4000,"['郷土料理', 'シーフード料理']"
77,全席個室×和食 天空の月 渋谷店,35.653933,139.698919,http://mobile.gnavi.co.jp/shop/g641707/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/9es52rmy0000/t_00gf.jpg,月～金 ランチ：11:30～14:00<BR>月～木・土・日 ディナー：17:00～24:30(L.O.23:30)<BR>金 17:00～翌2:00(L.O.1:00),無,"{'line': 'ＪＲ山手線', 'station_exit': 'ハチ公口', 'walk': '7', 'note': {}, 'station': '渋谷駅'}",5000,900,"['郷土料理', '焼き鳥']"
78,渋谷貸切パーティーラウンジ JEEKAHN’S（ジーカンズ）,35.655128,139.698636,http://mobile.gnavi.co.jp/shop/g285100/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6tr5rgcj0000/t_004j.jpg,月～日・祝前日・祝日 9:00～23:00(【年中無休】  貸切パーティはお客様のご希望のお時間・ご予算に合わせてプランニングが可能です♪ご予約電話受付対応は12時からとなります。),無<BR>※パーティーご予約・お問合わせ TEL：03-3463-5555,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3500,2500,"['パーティールーム・スペース', {'@attributes': {'order': '1'}}]"
79,渋谷 焼肉 バツマル東京 ,35.659269,139.701944,http://mobile.gnavi.co.jp/shop/gdxm300/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/6uzb0cg20000/t_002i.jpg,土・日・祝 15:00～24:00<BR> ディナー・バー：24:00～翌5:00(L.O.4:00、ドリンクL.O.4:30)(12月11日～金土祝前日、30日、31日は朝5:00までOPEN!!  お気軽にお問い合わせください ■03-5728-6529)、24時間営業：( 【貸切利用は24時間オープン】)、16:00～24:00(【2016年始の営業】  1月5日 16:00～ ※1月1日～4日までは休業)<BR>月～金・祝前日 16:00～24:00,年中無休,"{'line': 'ＪＲ', 'station_exit': {}, 'walk': '5', 'note': {}, 'station': '渋谷駅'}",3500,{},"['焼肉', 'スペインバル・イタリアンバール']"
80,Resort Dining ‐ロータスガーデン‐ 表参道駅前店,35.659986,139.714617,http://mobile.gnavi.co.jp/shop/a788304/?ak=UPL2puO1pD36LuAD9%2BwdyHJIDfgJQIPLdBYpMCczMlo%3D,http://uds.gnst.jp/rest/img/a92831yf0000/t_003f.jpg,月～日 ランチ：11:00～17:00(L.O.17:00)<BR>月～日 ディナー：17:00～23:00(L.O.22:30),年中無休,"{'line': '地下鉄千代田線', 'station_exit': 'B1番出口', 'walk': '1', 'note': {}, 'station': '表参道駅'}",2500,980,"['タイ料理', 'アジア・エスニック料理 その他']"
